"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","agecat","incomecat"
"72104",74838,0,0.773380062,76,0,0.364118092,3962,6,0,0,0,1,"elder","middle"
"16121",16737,0,0.160169904,57,0,0.176185001,7826,10,0,1,0,0,"middle","rich"
"141778",147094,0,0.540087764,41,0,0.191084572,7200,3,0,0,0,0,"young","middle rich"
"135823",140903,0,0.013869665,40,0,0.352742244,6800,11,0,2,0,2,"young","middle rich"
"79428",82430,0,0.996657475,66,0,1354,5400,4,0,0,0,0,"middle","middle"
"137225",142356,0,0.013663882,57,0,3216,5400,9,0,2,0,0,"middle","middle"
"86404",89669,0,0.333500591,60,0,0.500399971,13750,17,0,3,0,0,"middle","rich"
"110737",114899,0,0.29319438,60,0,209,5400,6,0,0,0,0,"middle","middle"
"58223",60423,0,0.152566132,51,0,0.243980738,7475,10,0,1,0,4,"middle","middle rich"
"109529",113642,0,0.15082286,63,0,0.230996837,9800,7,0,2,0,1,"middle","rich"
"47447",49258,0,0,58,1,0.032076396,4083,1,1,0,0,0,"middle","middle"
"49308",51196,1,0.07911294,45,0,0.174030903,11066,5,0,2,0,0,"middle","rich"
"57744",59925,0,0.146500714,27,0,0.045129963,3500,3,0,0,0,0,"young","poor"
"56087",58212,0,0.011495452,57,0,0.003479722,8333,6,0,0,0,0,"middle","rich"
"83977",87163,1,1.192101414,48,2,0.941223511,2500,13,1,1,0,2,"middle","poor"
"10945",11377,0,0.0799968,59,0,0.18224734,15039,6,0,1,0,2,"middle","rich"
"133624",138626,1,0.9999999,31,1,0.209244222,1600,3,1,0,0,0,"young","poor"
"86327",89589,0,0.612051726,51,3,0.918170547,7258,9,2,2,1,1,"middle","middle rich"
"4661",4849,0,0.529494101,69,0,115,5400,3,0,0,0,0,"middle","middle"
"39059",40548,0,0.945763559,62,2,1913,5400,10,0,1,0,0,"middle","middle"
"38255",39708,0,0.020088442,74,0,0.023616798,10500,11,0,1,0,0,"middle","rich"
"68312",70884,0,0.62367807,44,2,0.214638048,7500,5,0,1,1,2,"young","middle rich"
"61092",63413,0,0.039462759,47,0,0.19019049,6666,10,0,1,0,2,"middle","middle rich"
"123447",128079,0,0.005246225,62,0,0.082743105,12000,10,0,1,0,0,"middle","rich"
"143844",149245,0,0.898600076,58,1,0.545876473,2800,4,1,1,0,0,"middle","poor"
"134103",139114,1,0.008997751,32,2,0.413834466,2500,8,0,1,0,1,"young","poor"
"59763",62038,0,0.022663345,39,0,0.086537384,8920,11,0,1,0,2,"young","rich"
"103348",107269,0,0.11635821,58,0,0.120063751,5646,10,0,0,0,1,"middle","middle rich"
"102602",106496,0,0.399569459,54,0,0.315250151,9953,5,0,3,0,2,"middle","rich"
"4729",4918,0,0.107964287,70,0,0.033370829,8000,5,0,0,0,0,"middle","rich"
"84229",87425,0,0.000165603,54,0,4158,5400,16,0,3,0,0,"middle","middle"
"37629",39067,0,0.397088289,50,0,0.243121741,5560,5,0,1,0,1,"middle","middle rich"
"92132",95618,0,0.012032932,55,0,71,5400,1,0,0,0,0,"middle","middle"
"139706",144940,0,0.020350163,54,0,0.355552671,15406,10,0,5,0,1,"middle","rich"
"16580",17213,0,0.735158105,66,0,176,5400,2,0,0,0,0,"middle","middle"
"128462",133268,0,0,55,0,1.205833921,4250,8,0,2,0,0,"middle","middle"
"132159",137105,0,0.886104468,75,1,0.489588154,4321,15,0,2,0,1,"middle","middle"
"128443",133249,0,0.523225161,32,1,0.172942353,3000,4,0,0,0,0,"young","poor"
"48312",50152,0,0.055032585,66,0,0.152881326,11400,9,0,1,0,4,"middle","rich"
"672",701,0,0.003938695,75,0,0.199949219,7876,11,0,2,0,0,"middle","rich"
"115271",119598,0,0.966688874,29,0,0.137954015,3000,3,0,0,0,0,"young","poor"
"4294",4465,0,0.466715481,74,2,0.711536058,8000,20,0,1,0,0,"middle","rich"
"50966",52923,0,0.2440407,55,0,0.44020205,6730,12,0,1,0,3,"middle","middle rich"
"97380",101061,0,0.102465487,45,0,0.533719487,4833,10,0,1,0,2,"middle","middle"
"93209",96737,0,0.9999999,38,0,0.263547291,5000,11,0,1,0,0,"young","middle"
"3586",3726,0,0.107607579,76,0,2889,5400,17,0,2,0,0,"elder","middle"
"30276",31425,0,0.501999273,26,1,0.19844502,2700,6,0,0,0,0,"young","poor"
"77944",80889,1,0.9999999,27,0,0.662674651,500,1,0,0,1,0,"young","poor"
"47298",49108,0,0.065221486,49,0,0.082756545,6645,9,0,1,0,2,"middle","middle rich"
"27868",28939,0,0.9999999,52,0,0.186892723,10085,12,0,2,0,0,"middle","rich"
"67007",69533,0,0.343118376,69,1,0.452187086,10561,16,0,3,0,0,"middle","rich"
"35705",37062,0,0.032757491,55,1,0.373532212,3150,9,0,2,0,1,"middle","poor"
"2331",2426,0,0.724220984,52,0,0.093442906,17400,4,0,0,0,2,"middle","rich"
"95325",98930,0,0.724976318,53,0,0.339207599,8000,8,0,1,0,1,"middle","rich"
"37099",38510,0,0.603396603,22,0,0.02247191,800,1,0,0,0,0,"young","poor"
"133061",138039,0,0.175247886,77,0,0.050636198,3850,5,0,0,0,1,"elder","middle"
"77604",80537,0,0.066507511,65,0,2748,5400,7,0,1,0,1,"middle","middle"
"20523",21306,0,0.143512528,46,0,0.005476118,6573,1,0,0,0,0,"middle","middle rich"
"30954",32138,0,0.472149635,46,0,1.189106837,5250,18,0,3,0,1,"middle","middle"
"140671",145941,0,0.9999999,25,0,0.145427286,2000,2,0,0,0,0,"young","poor"
"81678",84762,0,0.272747504,38,0,0.47056998,9666,9,0,2,0,0,"young","rich"
"54645",56708,1,1.033202428,37,0,0.04996215,5283,5,0,0,0,3,"young","middle"
"65063",67518,0,0.360929776,54,0,0.460293752,4016,5,0,1,0,2,"middle","middle"
"132566",137529,0,0.077585116,53,0,18,5400,1,0,0,0,0,"middle","middle"
"79710",82726,0,0.427703946,54,0,3557,0,9,0,1,0,0,"middle","poor"
"53729",55761,1,0.373738327,28,0,0.310697674,3224,8,0,0,0,0,"young","poor"
"82477",85601,0,0.614855406,53,0,0.051105433,9000,2,0,0,0,3,"middle","rich"
"137601",142745,0,0.04351365,62,0,0.173291335,20000,14,0,1,0,1,"middle","rich"
"116363",120733,0,0.4887983,34,0,0.273514602,4964,5,0,0,0,2,"young","middle"
"65342",67808,0,0.028321514,43,0,0.263783207,7490,10,0,1,0,3,"young","middle rich"
"10651",11074,0,0.9999999,24,0,0.103224194,4000,2,0,0,0,0,"young","middle"
"24773",25725,0,0.95779254,62,2,0.369775447,6100,12,0,1,0,1,"middle","middle rich"
"45305",47031,0,0.325409179,46,6,0.271792705,7100,13,0,1,1,0,"middle","middle rich"
"120083",124588,0,0.763788075,61,0,0.343767625,14183,13,0,2,0,1,"middle","rich"
"89619",93023,0,0.000820492,86,1,0,7500,7,0,0,0,0,"elder","middle rich"
"83547",86713,0,0,28,0,0.271216884,2226,5,0,0,0,0,"young","poor"
"20117",20887,0,0.178953176,50,0,0.231287425,4007,7,0,1,0,0,"middle","middle"
"13019",13528,0,0.382458785,55,0,0.927113703,2400,10,0,1,0,0,"middle","poor"
"43882",45546,0,0.031217774,56,0,1077,5400,6,0,1,0,1,"middle","middle"
"30448",31605,0,0.9999999,30,0,0.106950175,3150,2,0,0,0,0,"young","poor"
"124663",129335,0,0.000935174,62,1,0.405604526,7600,16,0,1,0,1,"middle","rich"
"73880",76675,0,0.436209635,34,0,0.217353199,2281,6,0,0,0,0,"young","poor"
"123831",128474,0,0.9999999,42,0,1.494657015,2900,4,0,2,0,1,"young","poor"
"37201",38619,1,0.680995119,54,2,3450,5400,10,3,1,1,0,"middle","middle"
"116766",121148,0,0.9999999,31,0,0.487748851,1305,2,0,0,0,0,"young","poor"
"63723",66140,0,0.108914462,42,0,1141,5400,8,0,0,0,0,"young","middle"
"111381",115562,0,0.915231641,28,0,651,5400,3,0,0,0,0,"young","middle"
"131520",136442,0,0.209663227,34,0,0.374813869,4700,8,0,1,0,4,"young","middle"
"46187",47948,0,0.090370235,57,0,0.196189132,4250,18,0,1,0,1,"middle","middle"
"35924",37289,0,0.976319982,62,0,4.285868393,926,10,0,2,0,0,"middle","poor"
"65132",67589,0,0,41,0,0.18119094,20000,10,0,1,0,2,"young","rich"
"26818",27848,1,0.484648087,69,4,0.021958243,8333,7,3,1,1,0,"middle","rich"
"12773",13275,0,0.329063678,63,0,0.317504182,13750,13,0,3,0,1,"middle","rich"
"50368",52304,0,0.021689615,44,0,0.40191017,7747,14,0,2,0,4,"young","rich"
"127185",131949,0,0.9999999,48,0,0.152226968,3277,3,0,0,0,2,"middle","poor"
"17688",18365,0,0.9999999,23,0,0.316526611,1427,2,1,0,0,0,"young","poor"
"58329",60534,0,0.013850782,31,0,1.363011559,3200,12,0,2,0,0,"young","poor"
"102697",106592,1,0.62037962,25,1,0.16191904,2000,2,0,0,1,4,"young","poor"
"87650",90957,0,0.017941509,38,2,0.008746356,2400,6,0,0,0,0,"young","poor"
"68900",71488,0,0.46183545,37,0,0.359697845,4500,9,0,0,0,2,"young","middle"
"73818",76611,0,0.002342723,37,0,0.000266596,3750,2,0,0,0,0,"young","poor"
"97975",101680,0,0.846696661,47,0,0.390951276,2585,8,0,0,0,0,"middle","poor"
"3734",3881,0,0.00012371,65,0,0.119484458,6594,9,0,1,0,0,"middle","middle rich"
"34529",35855,1,0.962888145,39,0,1916,5400,14,0,0,0,3,"young","middle"
"56172",58300,0,0.017749756,80,0,0.184346878,11000,19,0,1,0,0,"elder","rich"
"78633",81603,0,0.024155666,51,0,0.355070952,9583,11,0,2,0,2,"middle","rich"
"1811",1878,1,0.9999999,41,0,0.492424242,5147,5,1,1,0,1,"young","middle"
"135283",140341,0,0.542259921,55,0,0.03424144,4000,4,0,0,0,0,"middle","middle"
"83734",86911,0,0.9999999,51,0,0.032614413,1900,1,0,0,0,0,"middle","poor"
"57996",60188,0,0,78,0,0,3500,1,0,0,0,0,"elder","poor"
"49512",51408,0,0.140421216,50,0,0.413733906,9319,10,0,2,0,2,"middle","rich"
"111404",115586,0,0.007682793,70,0,0.263531016,7334,8,0,1,0,0,"middle","middle rich"
"81810",84904,0,0.027290413,57,0,44,5400,5,0,0,0,0,"middle","middle"
"69629",72255,0,0,33,0,0.066674548,8458,5,0,0,0,0,"young","rich"
"129401",134248,0,0.295467986,29,0,0.315789474,1500,6,0,0,0,0,"young","poor"
"96255",99898,0,0.438361414,54,1,0.339449541,7847,13,0,2,0,3,"middle","rich"
"123506",128142,0,0.588564574,41,0,0.122914838,6833,7,0,0,0,1,"young","middle rich"
"78859",81838,0,0.148191708,28,0,0.079803834,2242,6,0,0,0,1,"young","poor"
"58979",61216,0,0,47,0,0,9700,4,0,0,0,1,"middle","rich"
"131623",136547,0,0.002917378,32,0,0.00119976,3333,9,0,0,0,0,"young","poor"
"74309",77121,0,0.019484601,84,0,0.005055612,1977,4,0,0,0,0,"elder","poor"
"32588",33837,0,0.647384376,51,0,1.07577618,5700,11,0,2,0,2,"middle","middle rich"
"43207",44846,0,0.490821352,50,0,0.464593169,3600,10,0,1,0,0,"middle","poor"
"108762",112851,0,0.185929196,46,1,0.560762262,3200,8,0,1,0,1,"middle","poor"
"36975",38382,1,0.01408411,52,0,3577,5400,5,0,2,0,0,"middle","middle"
"60113",62400,0,0.053511325,52,0,0.107577848,16666,5,0,1,0,1,"middle","rich"
"95739",99358,1,0.860241984,52,0,1.13398086,7000,18,0,4,0,1,"middle","middle rich"
"98273",101990,0,0,51,3,0.246275464,6577,6,0,1,0,1,"middle","middle rich"
"91383",94847,0,0.048518668,53,0,0.018415179,3583,5,0,0,0,2,"middle","poor"
"66955",69478,0,0.001846107,72,0,636,5400,8,0,1,0,0,"middle","middle"
"143644",149031,0,0.066143314,58,0,2081,5400,5,0,1,0,0,"middle","middle"
"129136",133973,0,0.002890708,73,0,0.054135124,7000,10,0,0,0,0,"middle","middle rich"
"44553",46249,0,0.461245793,49,0,0.308509354,8284,8,0,2,0,3,"middle","rich"
"54479",56538,0,0.609707754,46,0,0.116750786,10500,8,0,0,0,2,"middle","rich"
"120624",125142,0,0.9999999,22,0,0.205661948,1200,1,0,0,0,0,"young","poor"
"48914",50787,0,0.046708171,66,0,0.369738339,2636,3,0,1,0,0,"middle","poor"
"115742",120088,0,0.092895997,66,0,955,5400,3,0,1,0,0,"middle","middle"
"81901",85000,0,0.235025579,47,0,0.392312667,10822,8,0,2,0,3,"middle","rich"
"58270",60470,0,0.262527086,63,1,0.597583837,4800,14,0,1,0,0,"middle","middle"
"107771",111823,0,0.150877447,74,0,3894,5400,19,0,3,0,0,"middle","middle"
"44283",45970,0,0.178334064,41,0,0.215078492,10000,18,0,1,0,0,"young","rich"
"71166",73860,0,0.9999999,30,0,0,3700,0,0,0,0,1,"young","poor"
"97686",101378,0,0.123191923,65,0,0.18470512,10800,7,0,2,0,0,"middle","rich"
"71952",74680,0,0.006063581,58,0,1512,5400,21,0,1,0,0,"middle","middle"
"14317",14877,0,0.006775024,75,0,0.020618557,290,8,0,0,0,0,"middle","poor"
"69585",72209,0,0,45,0,0.305107988,5833,9,0,1,0,1,"middle","middle rich"
"35121",36461,0,0,46,0,0.0029994,5000,5,0,0,0,0,"middle","middle"
"140873",146151,1,1.001451496,53,6,0.604779096,5816,9,0,1,1,0,"middle","middle rich"
"46376",48142,0,0.002704417,59,0,36,5400,6,0,0,0,0,"middle","middle"
"115663",120004,0,0.016024911,85,0,0.004498875,4000,3,0,0,0,0,"elder","middle"
"79888",82908,0,0.81278309,43,0,0.176405243,4500,7,0,0,0,3,"young","middle"
"100885",104703,0,1.010994503,24,1,0.249843848,1600,3,0,0,0,0,"young","poor"
"76466",79359,0,0.006835804,62,0,12,5400,4,0,0,0,0,"middle","middle"
"55288",57381,0,0.633991137,53,0,0.60941116,11666,17,0,3,0,0,"middle","rich"
"99648",103410,0,0.362358131,64,0,3112,5400,24,0,1,0,0,"middle","middle"
"109828",113949,0,0.089991744,57,1,1350,5400,9,0,1,0,0,"middle","middle"
"108252",112325,0,0.123397616,57,0,0.033600775,18570,16,0,0,0,0,"middle","rich"
"142324",147652,0,0.011179611,97,0,0.04962202,5158,8,0,1,0,0,"elder","middle"
"140330",145590,0,0.156605424,35,0,0.573053368,8000,9,0,2,0,3,"young","rich"
"69730",72357,0,0.9999999,40,0,0,4500,2,1,0,0,1,"young","middle"
"77636",80571,0,0.038948959,37,0,1012,5400,5,0,1,0,0,"young","middle"
"86339",89601,0,0.110196455,37,0,0.065417488,6083,6,0,0,0,0,"young","middle rich"
"25694",26675,0,0.842397641,36,0,0.305923519,4000,7,0,0,0,1,"young","middle"
"3455",3587,0,0,38,0,0.828021497,8000,9,0,3,0,3,"young","rich"
"29720",30848,0,0.048989618,39,0,0.505907931,10578,16,0,2,0,2,"young","rich"
"87262",90556,0,0.039786673,76,0,0.011729323,3324,6,0,0,0,1,"elder","poor"
"27468",28524,0,0.006382346,61,0,1690,5400,16,0,1,0,4,"middle","middle"
"66753",69271,0,0.265479107,57,0,2.40029985,2000,8,0,2,0,0,"middle","poor"
"14388",14952,0,0.194859942,58,0,3379,5400,12,0,2,0,3,"middle","middle"
"67380",69918,0,0.474900717,62,0,2106,5400,3,0,1,0,0,"middle","middle"
"8905",9255,0,0.075897445,46,1,0.096892899,31250,10,0,1,0,0,"middle","rich"
"22926",23808,0,0.013231878,87,0,22,5400,9,0,0,0,0,"elder","middle"
"69464",72077,0,0.644167792,62,0,0.857216098,3900,11,0,3,0,0,"middle","middle"
"16683",17322,0,0.340143823,44,0,0.174235933,3500,6,0,0,0,0,"young","poor"
"137663",142812,0,0.15329643,36,0,0.259674033,10000,11,0,1,0,1,"young","rich"
"137962",143120,0,0.04679883,46,0,0.802195568,4918,11,0,4,0,0,"middle","middle"
"138891",144086,0,0.161233432,45,0,0.283761181,13750,6,0,2,0,2,"middle","rich"
"28952",30053,0,0.304938341,48,0,0.240594926,8000,5,0,1,0,3,"middle","rich"
"134453",139477,0,0.590264318,34,0,0.339088472,9324,12,0,2,0,1,"young","rich"
"27182",28224,0,0.001127636,81,0,0.107005758,2083,12,0,1,0,0,"elder","poor"
"140719",145989,1,1.572459745,31,2,518,5400,8,3,0,1,0,"young","middle"
"96253",99896,0,0.003265195,65,0,0.304615897,6000,6,0,2,0,0,"middle","middle rich"
"15104",15684,0,0.03316243,30,0,0.084749629,8766,10,0,0,0,0,"young","rich"
"38839",40317,0,0.032448378,42,0,19,5400,1,0,0,0,0,"young","middle"
"57026",59177,1,0.22589133,29,2,0.610324729,1200,4,0,1,0,2,"young","poor"
"4044",4204,0,0.983475424,54,1,0.208583295,4333,8,0,0,0,2,"middle","middle"
"18793",19508,0,0,44,0,0.44997933,9675,5,0,2,0,3,"young","rich"
"39041",40530,0,0.191749105,30,0,0.015826739,2400,3,0,0,0,0,"young","poor"
"42333",43943,0,0.022008533,73,0,28,5400,7,0,0,0,0,"middle","middle"
"141200",146490,0,0.095218817,29,0,0.430523159,3000,8,0,0,0,0,"young","poor"
"27648",28710,0,0.306894079,56,1,0.671465707,5000,14,0,1,0,1,"middle","middle"
"125722",130433,0,0.177581246,60,0,0.966993399,4998,19,0,3,0,1,"middle","middle"
"89926",93344,0,0.943411318,47,0,13291,5400,14,0,11,0,2,"middle","middle"
"143677",149066,0,0.100273342,39,0,0.447159317,5033,5,0,1,0,0,"young","middle"
"115828",120180,0,0.198880055,45,2,0.30025404,18500,12,0,2,0,2,"middle","rich"
"30299",31448,0,0.9999999,43,1,0.190916399,2487,1,0,0,0,3,"young","poor"
"80698",83746,0,0,74,0,0.152738904,2500,4,0,0,0,0,"middle","poor"
"23237",24136,0,0.509624656,34,0,0.784347329,3500,11,0,2,0,1,"young","poor"
"76159",79043,0,0.225894246,35,0,0.522847715,10000,9,1,2,0,1,"young","rich"
"74414",77231,0,0.408686957,38,1,0.603540773,5591,10,0,1,0,1,"young","middle rich"
"65218",67678,0,0.320946726,59,0,0.843260188,4146,15,0,3,0,1,"middle","middle"
"132149",137094,0,0.296414456,41,0,598,5400,4,0,0,1,0,"young","middle"
"15870",16476,0,0.9999999,28,0,0.1387211,4800,2,0,0,0,1,"young","middle"
"32364",33604,0,0.652650206,46,0,1.025919526,4050,10,0,0,0,0,"middle","middle"
"135769",140845,1,0.801578218,54,2,0.460089985,6000,12,0,2,1,1,"middle","middle rich"
"142428",147765,0,0.123936063,57,0,4393,5400,10,0,4,0,0,"middle","middle"
"11428",11876,0,0.146403967,74,0,0.757874941,2126,10,0,2,0,1,"middle","poor"
"49861",51774,0,0.011140451,65,0,2084,5400,7,0,1,0,0,"middle","middle"
"80991",84049,0,0.000905786,83,0,0.000137912,7250,8,0,0,0,0,"elder","middle rich"
"33185",34455,0,0.886111273,45,1,0.430775316,7583,13,3,2,0,3,"middle","rich"
"82140",85249,0,0,37,0,0,1863,1,0,0,0,2,"young","poor"
"141759",147075,0,0.038763174,51,0,0.251658723,10700,16,0,1,0,0,"middle","rich"
"91078",94528,0,0.683092159,57,2,0.539300318,2200,13,0,0,0,0,"middle","poor"
"83886",87071,0,0.350678247,63,0,0.186931698,4728,7,0,0,0,1,"middle","middle"
"144493",149926,0,0.146194152,48,0,0.153215849,8908,8,0,1,0,1,"middle","rich"
"86390",89654,0,0.060927861,43,0,0.084188335,7114,6,0,0,0,2,"young","middle rich"
"132421",137378,0,0.007554711,55,0,0.251633826,20350,9,0,3,0,1,"middle","rich"
"61838",64182,0,0.012563293,80,0,0.003333333,5099,2,0,0,0,0,"elder","middle"
"19172",19902,1,0.945729791,41,0,259,5400,4,2,0,2,0,"young","middle"
"7459",7746,0,0.061582317,62,0,2325,5400,8,0,2,0,0,"middle","middle"
"36361",37745,0,0.638722555,28,0,0.242378811,2000,5,0,0,0,0,"young","poor"
"19509",20252,0,0.369610215,37,0,3287,5400,13,0,2,0,2,"young","middle"
"120291",124801,0,0,34,0,0.604052793,7500,5,0,1,0,0,"young","middle rich"
"43197",44836,0,0.593381904,59,0,4229,5400,24,0,2,0,3,"middle","middle"
"4239",4405,0,0.01719914,55,0,1.827522936,1089,5,0,2,0,1,"middle","poor"
"100258",104037,0,0.049441825,52,0,0.150234418,14503,10,0,1,0,4,"middle","rich"
"58702",60925,0,0.033685961,63,0,0.534093181,5000,25,0,2,0,1,"middle","middle"
"102966",106874,0,0.150677013,41,0,0.653669266,5000,13,0,2,0,2,"young","middle"
"27914",28988,0,0.337977468,42,1,0.253323879,5640,6,0,1,0,2,"young","middle rich"
"143115",148473,0,0.015110901,58,0,0.281572404,18900,9,0,3,0,1,"middle","rich"
"355",366,0,0.947264856,28,0,0.467171717,1187,4,0,0,0,0,"young","poor"
"22932",23814,1,0.858205486,45,0,0.024877832,2250,6,0,0,1,1,"middle","poor"
"141742",147057,0,0.598570863,53,0,4198,5400,10,0,1,0,3,"middle","middle"
"40636",42180,1,0.9999999,32,1,721,5400,3,0,0,2,0,"young","middle"
"38015",39463,0,0.447489667,72,0,0.938812238,1666,5,0,0,0,0,"middle","poor"
"32173",33404,0,0.085122872,38,0,932,5400,5,0,1,0,0,"young","middle"
"23713",24627,0,0.01428317,63,0,0.350034795,4310,7,0,1,0,0,"middle","middle"
"35382",36727,1,0.431188088,56,0,0.708756969,3048,12,0,1,1,0,"middle","poor"
"141987",147311,0,0.173501732,69,0,12403,5400,31,0,9,0,0,"middle","middle"
"53368",55388,0,0.720228924,43,0,0.538413492,1600,6,0,0,0,0,"young","poor"
"15828",16433,0,0,63,0,0.432205424,12500,7,0,1,0,0,"middle","rich"
"47674",49495,0,0.374525095,34,1,0.199000454,2200,6,0,1,0,1,"young","poor"
"27961",29038,0,0.045730304,53,0,0.012596505,2460,5,0,0,0,0,"middle","poor"
"111909",116104,0,0.720149754,47,0,0.401658122,9166,9,0,1,0,1,"middle","rich"
"56165",58292,0,0.014809658,78,0,341,5400,6,0,0,0,0,"elder","middle"
"139939",145187,0,0.9999999,72,0,435,5400,10,0,0,0,0,"middle","middle"
"90587",94024,0,0.245096782,55,0,0.181553536,14083,8,0,2,0,1,"middle","rich"
"114057",118340,0,0.048990202,47,0,0.570674813,3600,5,0,1,0,0,"middle","poor"
"82475",85599,0,0.125823247,52,0,0.180296811,9500,4,0,1,0,2,"middle","rich"
"139831",145072,0,0.725847925,54,0,1314,5400,5,0,0,0,1,"middle","middle"
"72062",74794,0,0.344975359,51,0,0.263497923,6500,6,0,2,0,0,"middle","middle rich"
"89823",93238,0,0.258978893,73,0,0.298031865,2133,9,0,0,0,0,"middle","poor"
"97124",100794,0,0.448646174,43,0,0.2173417,1752,4,0,0,0,0,"young","poor"
"124185",128838,0,0.9999999,40,0,0.283167549,15481,7,0,4,0,2,"young","rich"
"51238",53205,0,0.323802034,34,5,1.914089347,3200,8,4,2,0,3,"young","poor"
"37894",39341,1,0.500989899,47,2,2.485255031,7900,19,0,9,0,0,"middle","rich"
"109355",113463,0,0.162277076,64,0,2406,5400,5,0,1,0,0,"middle","middle"
"78279",81239,0,0.868955032,34,4,0.757535036,5208,11,0,2,0,0,"young","middle"
"22891",23771,0,0.029249478,27,0,0.035669192,3167,6,0,0,0,0,"young","poor"
"34876",36211,0,0.030422497,69,0,2110,5400,8,0,1,0,0,"middle","middle"
"128157",132953,0,0.036655559,26,0,0.065417126,5441,2,0,0,0,0,"young","middle rich"
"77599",80532,0,0.70718739,53,0,3365,5400,11,0,2,0,0,"middle","middle"
"106478",110491,0,0.164739366,50,0,0.203831377,19000,12,0,3,0,3,"middle","rich"
"41786",43376,0,0.677198894,33,0,0.208358328,5000,11,0,0,0,0,"young","middle"
"51320",53289,0,0.002461501,67,0,1244,5400,9,0,1,0,0,"middle","middle"
"35034",36373,0,0.090072931,44,0,0.610954064,2829,7,0,1,0,0,"young","poor"
"123488",128121,0,0.328844597,63,0,0.548954254,12000,22,0,2,0,0,"middle","rich"
"76389",79279,0,0.056745077,54,0,0.480439945,8000,28,0,1,0,3,"middle","rich"
"85350",88584,0,0,53,0,20,5400,4,0,0,0,0,"middle","middle"
"98393",102113,0,0.257690837,30,0,0.095140139,3888,5,0,0,0,1,"young","middle"
"125551",130256,0,0.499281492,46,0,0.335279616,7706,4,0,1,0,4,"middle","rich"
"60375",62667,0,0.020587562,43,0,936,5400,7,0,1,0,0,"young","middle"
"31946",33172,0,0.093928704,55,0,0.073309921,6833,21,0,0,0,1,"middle","middle rich"
"40008",41528,0,0.104199829,43,3,0.405445729,2680,6,0,1,1,3,"young","poor"
"140576",145842,0,0.144389193,61,3,0.360882894,8154,22,0,2,0,0,"middle","rich"
"89836",93252,0,0.684937866,52,2,0.99660068,5000,19,0,3,0,0,"middle","middle"
"25109",26076,0,0.047604618,73,0,224,5400,7,0,0,0,0,"middle","middle"
"85655",88895,0,0.180945476,66,0,0.119792369,14833,3,0,1,0,3,"middle","rich"
"54282",56331,0,0,61,0,24,5400,2,0,0,0,0,"middle","middle"
"68719",71303,0,0.082867545,93,0,0.028379432,16666,3,0,0,0,0,"elder","rich"
"76832",79740,0,0.113455039,63,0,2825,5400,17,0,1,0,2,"middle","middle"
"16873",17519,0,0,49,0,0.230707717,2500,5,0,0,0,0,"middle","poor"
"75385",78242,0,0.006562703,76,0,0.141171766,5000,10,0,2,0,0,"elder","middle"
"48139",49975,0,0.128601487,60,0,0.454720246,5200,10,0,1,0,0,"middle","middle"
"139623",144853,0,0,57,0,0.209424084,2100,3,0,1,0,0,"middle","poor"
"11477",11926,0,0.293230733,49,0,0.167462201,37500,10,0,2,0,1,"middle","rich"
"141904",147227,0,0.989717224,24,0,0.086517209,3166,3,0,0,0,0,"young","poor"
"4",4,0,0.233809776,30,0,0.036049682,3300,5,0,0,0,0,"young","poor"
"140775",146048,0,0.051312095,59,0,0.029044853,10500,5,0,0,0,2,"middle","rich"
